"","height.cm","height.in","bYear","dataset"
"125",153.440002441406,60.4094497800812,1850,"GC"
"126",167,65.748031496063,1850,"GC"
"127",166,65.3543307086614,1850,"GC"
"128",164,64.5669291338583,1850,"GC"
"129",173,68.1102362204724,1850,"GC"
"130",171,67.3228346456693,1850,"GC"
"131",162,63.7795275590551,1850,"GC"
"132",168,66.1417322834646,1850,"GC"
"133",170,66.9291338582677,1850,"GC"
"134",159,62.5984251968504,1850,"GC"
"135",159,62.5984251968504,1850,"GC"
"136",167,65.748031496063,1850,"GC"
"137",153,60.2362204724409,1850,"GC"
"138",167,65.748031496063,1850,"GC"
"139",167,65.748031496063,1850,"GC"
"140",163,64.1732283464567,1850,"GC"
"141",156,61.4173228346457,1850,"GC"
"142",170,66.9291338582677,1850,"GC"
"143",175,68.8976377952756,1850,"GC"
"144",156,61.4173228346457,1850,"GC"
"145",166.5,65.5511811023622,1850,"GC"
"146",164,64.5669291338583,1850,"GC"
"147",162,63.7795275590551,1850,"GC"
"148",164,64.5669291338583,1850,"GC"
"149",165,64.9606299212598,1850,"GC"
"150",168,66.1417322834646,1850,"GC"
"151",174,68.503937007874,1850,"GC"
"152",171,67.3228346456693,1850,"GC"
"153",159,62.5984251968504,1850,"GC"
"154",157,61.8110236220472,1850,"GC"
"155",160.5,63.1889763779528,1850,"GC"
"156",178,70.0787401574803,1850,"GC"
"157",172,67.7165354330709,1850,"GC"
"158",165,64.9606299212598,1850,"GC"
"159",167,65.748031496063,1850,"GC"
"160",160,62.992125984252,1850,"GC"
"161",178,70.0787401574803,1850,"GC"
"162",160,62.992125984252,1850,"GC"
"163",164,64.5669291338583,1850,"GC"
"164",163,64.1732283464567,1850,"GC"
"165",169,66.5354330708661,1850,"GC"
"166",167,65.748031496063,1850,"GC"
"167",175,68.8976377952756,1850,"GC"
"168",177,69.6850393700787,1850,"GC"
"169",166,65.3543307086614,1850,"GC"
"170",171,67.3228346456693,1850,"GC"
"171",165.5,65.1574803149606,1850,"GC"
"172",167,65.748031496063,1850,"GC"
"173",166,65.3543307086614,1850,"GC"
"174",167,65.748031496063,1850,"GC"
"175",162,63.7795275590551,1850,"GC"
"176",163,64.1732283464567,1850,"GC"
"177",168,66.1417322834646,1850,"GC"
"178",165,64.9606299212598,1850,"GC"
"179",173,68.1102362204724,1850,"GC"
"180",171,67.3228346456693,1850,"GC"
"181",165,64.9606299212598,1850,"GC"
"182",159,62.5984251968504,1850,"GC"
"183",173,68.1102362204724,1850,"GC"
"184",157,61.8110236220472,1850,"GC"
"185",163,64.1732283464567,1850,"GC"
"186",150,59.0551181102362,1850,"GC"
"187",172,67.7165354330709,1850,"GC"
"188",168,66.1417322834646,1850,"GC"
"189",165,64.9606299212598,1850,"GC"
"190",167,65.748031496063,1850,"GC"
"191",165,64.9606299212598,1850,"GC"
"192",170,66.9291338582677,1850,"GC"
"193",173,68.1102362204724,1850,"GC"
"194",172,67.7165354330709,1850,"GC"
"195",157,61.8110236220472,1850,"GC"
"196",164,64.5669291338583,1850,"GC"
"197",163,64.1732283464567,1850,"GC"
"198",174,68.503937007874,1850,"GC"
"199",170,66.9291338582677,1850,"GC"
"200",179,70.4724409448819,1850,"GC"
"201",160,62.992125984252,1850,"GC"
"202",161,63.3858267716535,1850,"GC"
"203",171,67.3228346456693,1850,"GC"
"204",184,72.4409448818898,1850,"GC"
"205",161,63.3858267716535,1850,"GC"
"206",161,63.3858267716535,1850,"GC"
"207",167,65.748031496063,1850,"GC"
"208",175,68.8976377952756,1850,"GC"
"209",167,65.748031496063,1850,"GC"
"210",172,67.7165354330709,1850,"GC"
"211",168,66.1417322834646,1850,"GC"
"212",168,66.1417322834646,1850,"GC"
"213",165,64.9606299212598,1850,"GC"
"214",167,65.748031496063,1850,"GC"
"215",158,62.2047244094488,1850,"GC"
"216",175,68.8976377952756,1850,"GC"
"217",172,67.7165354330709,1850,"GC"
"218",172,67.7165354330709,1850,"GC"
"219",171,67.3228346456693,1850,"GC"
"220",160,62.992125984252,1850,"GC"
"221",175,68.8976377952756,1850,"GC"
"222",172,67.7165354330709,1850,"GC"
"223",164.5,64.7637795275591,1850,"GC"
"224",154,60.6299212598425,1850,"GC"
"225",167,65.748031496063,1850,"GC"
"226",154,60.6299212598425,1850,"GC"
"227",180,70.8661417322835,1850,"GC"
"228",169,66.5354330708661,1850,"GC"
"229",157,61.8110236220472,1850,"GC"
"230",167,65.748031496063,1850,"GC"
"231",185,72.8346456692913,1850,"GC"
"232",172,67.7165354330709,1850,"GC"
"233",167.5,65.9448818897638,1850,"GC"
"234",164,64.5669291338583,1850,"GC"
"235",164,64.5669291338583,1850,"GC"
"236",170,66.9291338582677,1850,"GC"
"237",165.5,65.1574803149606,1850,"GC"
"238",162.5,63.9763779527559,1850,"GC"
"239",178,70.0787401574803,1850,"GC"
"240",172,67.7165354330709,1850,"GC"
"241",172,67.7165354330709,1850,"GC"
"242",169.5,66.7322834645669,1850,"GC"
"243",163,64.1732283464567,1850,"GC"
"244",173,68.1102362204724,1850,"GC"
"245",175.5,69.0944881889764,1850,"GC"
"246",165.5,65.1574803149606,1850,"GC"
"247",161.5,63.5826771653543,1850,"GC"
"248",159.5,62.7952755905512,1850,"GC"
"249",160,62.992125984252,1850,"GC"
"250",160.5,63.1889763779528,1850,"GC"
"251",163,64.1732283464567,1850,"GC"
"252",172.5,67.9133858267717,1850,"GC"
"253",166,65.3543307086614,1850,"GC"
"254",165,64.9606299212598,1850,"GC"
"255",164,64.5669291338583,1850,"GC"
"256",171.5,67.5196850393701,1850,"GC"
"257",165,64.9606299212598,1850,"GC"
"258",166,65.3543307086614,1850,"GC"
"259",152,59.8425196850394,1850,"GC"
"260",160,62.992125984252,1850,"GC"
"261",160,62.992125984252,1850,"GC"
"262",160.5,63.1889763779528,1850,"GC"
"263",171,67.3228346456693,1850,"GC"
"264",173,68.1102362204724,1850,"GC"
"265",171.5,67.5196850393701,1850,"GC"
"266",166,65.3543307086614,1850,"GC"
"267",172,67.7165354330709,1850,"GC"
"268",162.5,63.9763779527559,1850,"GC"
"269",158.5,62.4015748031496,1850,"GC"
"270",146,57.4803149606299,1850,"GC"
"271",168.5,66.3385826771653,1850,"GC"
"272",177.5,69.8818897637795,1850,"GC"
"273",163,64.1732283464567,1850,"GC"
"274",158,62.2047244094488,1850,"GC"
"275",169.5,66.7322834645669,1850,"GC"
"276",166,65.3543307086614,1850,"GC"
"277",172,67.7165354330709,1850,"GC"
"278",163,64.1732283464567,1850,"GC"
"279",180.5,71.0629921259843,1850,"GC"
"280",166,65.3543307086614,1850,"GC"
"281",167,65.748031496063,1850,"GC"
"282",167,65.748031496063,1850,"GC"
"283",164,64.5669291338583,1850,"GC"
"284",161,63.3858267716535,1850,"GC"
"285",177,69.6850393700787,1850,"GC"
"286",161,63.3858267716535,1850,"GC"
"287",156,61.4173228346457,1850,"GC"
"288",163,64.1732283464567,1850,"GC"
"289",154,60.6299212598425,1850,"GC"
"290",169,66.5354330708661,1850,"GC"
"291",162,63.7795275590551,1850,"GC"
"292",166,65.3543307086614,1850,"GC"
"293",175,68.8976377952756,1850,"GC"
"294",164,64.5669291338583,1850,"GC"
"295",163,64.1732283464567,1850,"GC"
"296",165,64.9606299212598,1850,"GC"
"297",181,71.259842519685,1850,"GC"
"298",162,63.7795275590551,1850,"GC"
"299",160,62.992125984252,1850,"GC"
"300",157,61.8110236220472,1850,"GC"
"301",160,62.992125984252,1850,"GC"
"302",163,64.1732283464567,1850,"GC"
"303",177,69.6850393700787,1850,"GC"
"304",165,64.9606299212598,1850,"GC"
"305",171,67.3228346456693,1850,"GC"
"306",171,67.3228346456693,1850,"GC"
"307",164,64.5669291338583,1850,"GC"
"308",164.5,64.7637795275591,1850,"GC"
"309",164,64.5669291338583,1850,"GC"
"310",168,66.1417322834646,1850,"GC"
"311",172,67.7165354330709,1850,"GC"
"312",169,66.5354330708661,1850,"GC"
"313",160,62.992125984252,1850,"GC"
"314",159,62.5984251968504,1850,"GC"
"315",164,64.5669291338583,1850,"GC"
"316",166,65.3543307086614,1850,"GC"
"317",184,72.4409448818898,1850,"GC"
"318",156,61.4173228346457,1850,"GC"
"319",165,64.9606299212598,1850,"GC"
"320",161,63.3858267716535,1850,"GC"
"321",170,66.9291338582677,1850,"GC"
"322",172,67.7165354330709,1850,"GC"
"323",160.5,63.1889763779528,1850,"GC"
"324",172,67.7165354330709,1850,"GC"
"325",157.5,62.007874015748,1850,"GC"
"326",160.5,63.1889763779528,1850,"GC"
"327",162,63.7795275590551,1850,"GC"
"328",169,66.5354330708661,1850,"GC"
"329",179,70.4724409448819,1850,"GC"
"330",167,65.748031496063,1850,"GC"
"331",168,66.1417322834646,1850,"GC"
"332",155,61.0236220472441,1850,"GC"
"333",165,64.9606299212598,1850,"GC"
"334",178,70.0787401574803,1850,"GC"
"335",166,65.3543307086614,1850,"GC"
"336",170.5,67.1259842519685,1850,"GC"
"337",166,65.3543307086614,1850,"GC"
"338",165,64.9606299212598,1850,"GC"
"339",175,68.8976377952756,1850,"GC"
"340",165,64.9606299212598,1850,"GC"
"341",175,68.8976377952756,1850,"GC"
"342",173,68.1102362204724,1850,"GC"
"343",158,62.2047244094488,1850,"GC"
"344",166,65.3543307086614,1850,"GC"
"345",162,63.7795275590551,1850,"GC"
"346",171,67.3228346456693,1850,"GC"
"347",162,63.7795275590551,1850,"GC"
"348",176,69.2913385826772,1850,"GC"
"349",160,62.992125984252,1850,"GC"
"350",164,64.5669291338583,1850,"GC"
"351",155,61.0236220472441,1850,"GC"
"352",172,67.7165354330709,1850,"GC"
"353",175,68.8976377952756,1850,"GC"
"354",161,63.3858267716535,1850,"GC"
"355",173,68.1102362204724,1850,"GC"
"356",167,65.748031496063,1850,"GC"
"357",161,63.3858267716535,1850,"GC"
"358",165,64.9606299212598,1850,"GC"
"359",157,61.8110236220472,1850,"GC"
"360",163,64.1732283464567,1850,"GC"
"361",159,62.5984251968504,1850,"GC"
"362",172,67.7165354330709,1850,"GC"
"363",171,67.3228346456693,1850,"GC"
"364",164,64.5669291338583,1850,"GC"
"365",180,70.8661417322835,1850,"GC"
"366",167,65.748031496063,1850,"GC"
"367",157.5,62.007874015748,1850,"GC"
"368",164,64.5669291338583,1850,"GC"
"369",169,66.5354330708661,1850,"GC"
"370",162,63.7795275590551,1850,"GC"
"371",169,66.5354330708661,1850,"GC"
"372",156,61.4173228346457,1850,"GC"
"373",160,62.992125984252,1850,"GC"
"374",162,63.7795275590551,1850,"GC"
"375",168,66.1417322834646,1850,"GC"
"376",176,69.2913385826772,1850,"GC"
"377",168,66.1417322834646,1850,"GC"
"378",174,68.503937007874,1850,"GC"
"379",162,63.7795275590551,1850,"GC"
"380",172,67.7165354330709,1850,"GC"
"381",164,64.5669291338583,1850,"GC"
"382",176,69.2913385826772,1850,"GC"
"383",155,61.0236220472441,1850,"GC"
"384",181,71.259842519685,1850,"GC"
"385",169,66.5354330708661,1850,"GC"
"386",158,62.2047244094488,1850,"GC"
"387",165,64.9606299212598,1850,"GC"
"388",160,62.992125984252,1850,"GC"
"389",159,62.5984251968504,1850,"GC"
"390",165,64.9606299212598,1850,"GC"
"391",162,63.7795275590551,1850,"GC"
"392",160,62.992125984252,1850,"GC"
"393",178,70.0787401574803,1850,"GC"
"394",167,65.748031496063,1850,"GC"
"395",163,64.1732283464567,1850,"GC"
"396",172,67.7165354330709,1850,"GC"
"397",170,66.9291338582677,1850,"GC"
"398",162,63.7795275590551,1850,"GC"
"399",165,64.9606299212598,1850,"GC"
"400",158,62.2047244094488,1850,"GC"
"401",172,67.7165354330709,1850,"GC"
"402",175,68.8976377952756,1850,"GC"
"403",166,65.3543307086614,1850,"GC"
"404",162,63.7795275590551,1850,"GC"
"405",166,65.3543307086614,1850,"GC"
"406",162,63.7795275590551,1850,"GC"
"407",157,61.8110236220472,1850,"GC"
"408",177,69.6850393700787,1850,"GC"
"409",147,57.8740157480315,1850,"GC"
"410",174,68.503937007874,1850,"GC"
"411",172,67.7165354330709,1850,"GC"
"412",163,64.1732283464567,1850,"GC"
"413",161,63.3858267716535,1850,"GC"
"414",175,68.8976377952756,1850,"GC"
"415",169,66.5354330708661,1850,"GC"
"416",155.5,61.2204724409449,1850,"GC"
"417",166.100006103516,65.3937031903605,1850,"GC"
"418",171,67.3228346456693,1850,"GC"
"419",160,62.992125984252,1850,"GC"
"420",167.5,65.9448818897638,1850,"GC"
"421",165.5,65.1574803149606,1850,"GC"
"422",164.5,64.7637795275591,1850,"GC"
"423",158,62.2047244094488,1850,"GC"
"424",165,64.9606299212598,1850,"GC"
"425",166,65.3543307086614,1850,"GC"
"426",156,61.4173228346457,1850,"GC"
"427",163.5,64.3700787401575,1850,"GC"
"428",161,63.3858267716535,1850,"GC"
"429",157,61.8110236220472,1850,"GC"
"430",167.5,65.9448818897638,1850,"GC"
"431",163,64.1732283464567,1850,"GC"
"432",156,61.4173228346457,1850,"GC"
"433",167,65.748031496063,1850,"GC"
"434",163,64.1732283464567,1850,"GC"
"435",157,61.8110236220472,1850,"GC"
"436",164,64.5669291338583,1850,"GC"
"437",166.5,65.5511811023622,1850,"GC"
"438",171,67.3228346456693,1850,"GC"
"439",162,63.7795275590551,1850,"GC"
"440",172,67.7165354330709,1850,"GC"
"441",173,68.1102362204724,1850,"GC"
"442",163.5,64.3700787401575,1850,"GC"
"443",159,62.5984251968504,1850,"GC"
"444",150,59.0551181102362,1850,"GC"
"445",168,66.1417322834646,1850,"GC"
"446",168,66.1417322834646,1850,"GC"
"447",167.5,65.9448818897638,1850,"GC"
"448",168,66.1417322834646,1860,"GC"
"449",162,63.7795275590551,1860,"GC"
"450",160,62.992125984252,1860,"GC"
"451",173,68.1102362204724,1860,"GC"
"452",172,67.7165354330709,1860,"GC"
"453",165.5,65.1574803149606,1860,"GC"
"454",174.5,68.7007874015748,1860,"GC"
"455",165,64.9606299212598,1860,"GC"
"456",159,62.5984251968504,1860,"GC"
"457",162,63.7795275590551,1860,"GC"
"458",169,66.5354330708661,1860,"GC"
"459",173.5,68.3070866141732,1860,"GC"
"460",161.5,63.5826771653543,1860,"GC"
"461",156,61.4173228346457,1860,"GC"
"462",167.5,65.9448818897638,1860,"GC"
"463",165,64.9606299212598,1860,"GC"
"464",166,65.3543307086614,1860,"GC"
"465",174,68.503937007874,1860,"GC"
"466",161,63.3858267716535,1860,"GC"
"467",153,60.2362204724409,1860,"GC"
"468",157,61.8110236220472,1860,"GC"
"469",162,63.7795275590551,1860,"GC"
"470",161,63.3858267716535,1860,"GC"
"471",162.5,63.9763779527559,1860,"GC"
"472",162,63.7795275590551,1860,"GC"
"473",172,67.7165354330709,1860,"GC"
"474",165,64.9606299212598,1860,"GC"
"475",164,64.5669291338583,1860,"GC"
"476",153.5,60.4330708661417,1860,"GC"
"477",167,65.748031496063,1860,"GC"
"478",161,63.3858267716535,1860,"GC"
"479",168.5,66.3385826771653,1860,"GC"
"480",165,64.9606299212598,1860,"GC"
"481",162,63.7795275590551,1860,"GC"
"482",151.5,59.6456692913386,1860,"GC"
"483",168.5,66.3385826771653,1860,"GC"
"484",160,62.992125984252,1860,"GC"
"485",150,59.0551181102362,1860,"GC"
"486",163.5,64.3700787401575,1860,"GC"
"487",161.5,63.5826771653543,1860,"GC"
"488",173.5,68.3070866141732,1860,"GC"
"489",160,62.992125984252,1860,"GC"
"490",176,69.2913385826772,1860,"GC"
"491",169.5,66.7322834645669,1860,"GC"
"492",164,64.5669291338583,1860,"GC"
"493",164.5,64.7637795275591,1860,"GC"
"494",168,66.1417322834646,1860,"GC"
"495",167.5,65.9448818897638,1860,"GC"
"496",158.5,62.4015748031496,1860,"GC"
"497",156,61.4173228346457,1860,"GC"
"498",169,66.5354330708661,1860,"GC"
"499",163,64.1732283464567,1860,"GC"
"500",165.5,65.1574803149606,1860,"GC"
"501",170,66.9291338582677,1860,"GC"
"502",154.5,60.8267716535433,1860,"GC"
"503",162,63.7795275590551,1860,"GC"
"504",170,66.9291338582677,1860,"GC"
"505",170.5,67.1259842519685,1860,"GC"
"506",162.5,63.9763779527559,1860,"GC"
"507",154.5,60.8267716535433,1860,"GC"
"508",176,69.2913385826772,1860,"GC"
"509",153.5,60.4330708661417,1860,"GC"
"510",170,66.9291338582677,1860,"GC"
"511",164,64.5669291338583,1860,"GC"
"512",163,64.1732283464567,1860,"GC"
"513",175,68.8976377952756,1860,"GC"
"514",169.5,66.7322834645669,1860,"GC"
"515",166,65.3543307086614,1860,"GC"
"516",174.5,68.7007874015748,1860,"GC"
"517",167.5,65.9448818897638,1860,"GC"
"518",175,68.8976377952756,1860,"GC"
"519",166,65.3543307086614,1860,"GC"
"520",162,63.7795275590551,1860,"GC"
"521",171,67.3228346456693,1860,"GC"
"522",161,63.3858267716535,1860,"GC"
"523",163,64.1732283464567,1860,"GC"
"524",163,64.1732283464567,1860,"GC"
"525",161.5,63.5826771653543,1860,"GC"
"526",164,64.5669291338583,1860,"GC"
"527",178,70.0787401574803,1860,"GC"
"528",171,67.3228346456693,1860,"GC"
"529",162,63.7795275590551,1860,"GC"
"530",168.5,66.3385826771653,1860,"GC"
"531",167,65.748031496063,1860,"GC"
"532",167.5,65.9448818897638,1860,"GC"
"533",166.5,65.5511811023622,1860,"GC"
"534",165.5,65.1574803149606,1860,"GC"
"535",167,65.748031496063,1860,"GC"
"536",173,68.1102362204724,1860,"GC"
"537",163,64.1732283464567,1860,"GC"
"538",175.5,69.0944881889764,1860,"GC"
"539",170.5,67.1259842519685,1860,"GC"
"540",173,68.1102362204724,1860,"GC"
"541",169,66.5354330708661,1860,"GC"
"542",163.5,64.3700787401575,1860,"GC"
"543",173,68.1102362204724,1860,"GC"
"544",164.5,64.7637795275591,1860,"GC"
"545",155.5,61.2204724409449,1860,"GC"
"546",181,71.259842519685,1860,"GC"
"547",156,61.4173228346457,1860,"GC"
"548",167,65.748031496063,1860,"GC"
"549",164,64.5669291338583,1860,"GC"
"550",164.5,64.7637795275591,1860,"GC"
"551",153,60.2362204724409,1860,"GC"
"552",172,67.7165354330709,1860,"GC"
"553",154.5,60.8267716535433,1860,"GC"
"554",162.5,63.9763779527559,1860,"GC"
"555",155,61.0236220472441,1860,"GC"
"556",173,68.1102362204724,1860,"GC"
"557",171.5,67.5196850393701,1860,"GC"
"558",157,61.8110236220472,1860,"GC"
"559",164,64.5669291338583,1860,"GC"
"560",153.5,60.4330708661417,1860,"GC"
"561",157.5,62.007874015748,1860,"GC"
"562",165,64.9606299212598,1860,"GC"
"563",166,65.3543307086614,1860,"GC"
"564",162,63.7795275590551,1860,"GC"
"565",172.5,67.9133858267717,1860,"GC"
"566",164,64.5669291338583,1860,"GC"
"567",170,66.9291338582677,1870,"GC"
"568",175.5,69.0944881889764,1870,"GC"
"569",164.5,64.7637795275591,1870,"GC"
"570",164,64.5669291338583,1870,"GC"
"571",162,63.7795275590551,1870,"GC"
"572",165,64.9606299212598,1870,"GC"
"573",162.5,63.9763779527559,1870,"GC"
"574",170,66.9291338582677,1870,"GC"
"575",152,59.8425196850394,1870,"GC"
"576",168,66.1417322834646,1870,"GC"
"577",164.5,64.7637795275591,1870,"GC"
"578",162.5,63.9763779527559,1870,"GC"
"579",170,66.9291338582677,1870,"GC"
"580",164.5,64.7637795275591,1870,"GC"
"581",173,68.1102362204724,1870,"GC"
"582",169.5,66.7322834645669,1870,"GC"
"583",150.5,59.251968503937,1870,"GC"
"584",172,67.7165354330709,1870,"GC"
"585",175.5,69.0944881889764,1870,"GC"
"586",169,66.5354330708661,1870,"GC"
"587",170,66.9291338582677,1870,"GC"
"588",171,67.3228346456693,1870,"GC"
"589",174,68.503937007874,1870,"GC"
"590",157.5,62.007874015748,1870,"GC"
"591",170,66.9291338582677,1870,"GC"
"592",162,63.7795275590551,1870,"GC"
"593",156,61.4173228346457,1870,"GC"
"594",165,64.9606299212598,1870,"GC"
"595",150,59.0551181102362,1870,"GC"
"596",171,67.3228346456693,1870,"GC"
"597",166.5,65.5511811023622,1870,"GC"
"598",159,62.5984251968504,1870,"GC"
"599",178,70.0787401574803,1870,"GC"
"600",163,64.1732283464567,1870,"GC"
"601",162.5,63.9763779527559,1870,"GC"
"602",145,57.0866141732283,1870,"GC"
"603",172,67.7165354330709,1870,"GC"
"604",159,62.5984251968504,1870,"GC"
"605",168,66.1417322834646,1870,"GC"
"606",167,65.748031496063,1870,"GC"
"607",169,66.5354330708661,1870,"GC"
"608",164.5,64.7637795275591,1870,"GC"
"609",165,64.9606299212598,1870,"GC"
"610",161.5,63.5826771653543,1870,"GC"
"611",173.5,68.3070866141732,1870,"GC"
"612",165.5,65.1574803149606,1870,"GC"
"613",171,67.3228346456693,1870,"GC"
"614",156.5,61.6141732283465,1870,"GC"
"615",174,68.503937007874,1870,"GC"
"616",165,64.9606299212598,1870,"GC"
"617",166.5,65.5511811023622,1870,"GC"
"618",162,63.7795275590551,1870,"GC"
"619",162.5,63.9763779527559,1870,"GC"
"620",162.5,63.9763779527559,1870,"GC"
"621",161.5,63.5826771653543,1870,"GC"
"622",162.5,63.9763779527559,1870,"GC"
"623",161.5,63.5826771653543,1870,"GC"
"624",160,62.992125984252,1870,"GC"
"625",168.5,66.3385826771653,1870,"GC"
"626",166.5,65.5511811023622,1870,"GC"
"627",166,65.3543307086614,1870,"GC"
"628",169.5,66.7322834645669,1870,"GC"
